KUPERMAN M,1351.401087,-1951.694037,-2217.440618,16
ABRAMSON G,2086.051802,-1304.058976,-1593.606584,15
BONILLA L,2579.051802,-3765.058976,-6.822753,16
ACEBRON J,2441.282189,-3346.817179,21.437408,16
PEREZVICENTE C,2363.282189,-3343.817179,78.424753,16
RITORT F,2358.282189,-3355.817179,-36.562598,16
SPIGLER R,2323.40206,-3467.710929,56.32665,16
ADAR E,3017.40206,-2555.710929,2673.554986,14
ADAMIC L,3063.311741,-2479.016544,2560.480324,16
HUBERMAN B,3519.688259,-2757.983456,2760.971092,18
LUKOSE R,3584.688259,-2780.983456,2752.141502,16
PUNIYANI A,3581.981129,-2753.259825,2769.496983,16
GERSTEIN G,2614.672798,-2538.360631,5890.116706,16
AERTSEN A,2086.897949,-2316.914665,6012.715867,19
HABIB M,2160.897949,-2306.914665,5859.525681,16
PALM G,2092.897949,-2329.914665,5830.149705,16
VERICHEV N,-3052.101767,706.629907,-2659.132997,15
AFRAIMOVICH V,-2743.955838,844.928543,-2949.761094,15
RABINOVICH M,-2711.142766,876.829406,-2941.213506,15
MAGNANTI T,3489.026019,-1105.370832,434.404611,15
AHUJA R,3268.209603,-1353.646244,953.772307,15
ORLIN J,3269.33159,-1298.261612,931.518018,15
CHUNG F,-1196.77904,6.896288,-2420.663202,17
AIELLO W,-786.011957,175.807183,-2395.523912,15
LU L,-1089.07455,35.432427,-2381.257648,17
MIROJULIA J,-2408.011957,-779.192817,-948.526109,15
ALBERICH R,-2834.9373,-577.98913,-1248.49943,15
ROSSELLO F,-2744.407808,-581.436536,-1287.007393,15
ALBERT I,-549.548528,587.240817,3159.30459,15
ALBERT R,-806.758021,715.673164,3350.828341,21
NAKARADO G,-950.732102,771.573905,3143.523026,15
BARABASI A,-544.758021,903.673164,3469.93796,40
JEONG H,-298.140496,517.868385,3421.379154,34
BRAY D,427.128481,5315.739239,2618.693594,17
ALBERTS B,331.497176,5442.711063,2724.038865,17
LEWIS J,319.497176,5343.711063,2630.038865,17
RAFF M,242.497176,5333.711063,2722.68889,17
ROBERTS K,308.066546,4901.905776,2933.50053,17
WATSON J,298.497176,5465.711063,2604.024949,17
PITTEL B,259.497176,-1724.288937,86.202127,14
ALDOUS D,453.867395,-2027.393727,11.259019,14
HOLYST J,719.867395,191.606273,486.301118,18
ALEKSIEJUK A,462.767592,492.035156,922.164672,15
STAUFFER D,150.224012,508.640611,1068.840124,23
ARECCHI F,-91.45747,2061.804947,-1207.983323,18
ALLARIA E,-54.312077,2203.441961,-1636.235826,16
DIGARBO A,-122.577968,2015.835384,-1585.132967,16
MEUCCI R,-87.577968,2023.835384,-1652.121797,16
ALMAAS E,-521.577968,416.835384,3512.529387,20
KOVACS B,77.182121,803.118128,3834.630474,16
VICSEK T,180.242377,1158.758233,3738.325084,26
OLTVAI Z,-236.946378,916.249551,3786.612608,30
KRAPIVSKY P,-677.297573,-75.484947,4184.87716,20
REDNER S,-569.739706,-317.074672,4022.539152,20
KULKARNI R,-336.739706,275.925328,4019.269743,16
STROUD D,-427.002428,589.809962,4145.505067,15
YUSTER R,155.997572,-2454.190038,663.490891,15
ALON N,36.096796,-2687.542039,609.127571,15
ZWICK U,33.096796,-2644.542039,647.115028,15
SURETTE M,1978.096796,-5203.542039,2771.856376,20
ALON U,1827.532369,-5523.325932,2323.431471,28
BARKAI N,2360.081336,-5143.727744,2040.413669,19
LEIBER S,2095.51363,-5245.935237,2215.447274,16
BROWN P,3627.467631,2664.325932,71.907288,15
ALTER O,3861.395497,2368.80255,-299.801905,15
BOTSTEIN D,3881.889164,2420.12992,-303.90576,15
SCALA A,-363.604503,-267.19745,320.819126,16
AMARAL L,-718.388355,-361.7289,687.458572,23
BARTHELEMY M,-795.821476,-117.90885,524.406025,22
STANLEY H,-626.328591,-575.335748,782.569281,21
HERNANDEZGARCIA E,1578.875909,1974.33933,-5240.623516,16
AMENGUAL A,1303.648578,1844.486847,-4852.101958,16
MONTAGNE R,1297.347837,1863.594583,-4920.78007,16
SANMIGUEL M,1401.351422,1807.513153,-5526.072603,18
NEWMAN M,210.351422,-12.486847,77.644637,34
ANCELMEYERS L,-106.707382,-143.542723,25.892105,16
MARTIN M,222.089893,148.351565,-118.606981,16
SCHRAG S,-147.032283,-38.053007,216.093408,16
WASSERMAN S,-1445.898594,3507.30739,1487.281585,16
ANDERSON C,-1631.450044,3172.230995,1568.136591,15
CROUCH B,-1691.034106,3138.298268,1473.187805,15
ARROW K,-3605.829956,-402.152898,592.394846,15
ANDERSON P,-3319.61031,-105.480973,555.158084,15
PINES D,-3311.61031,-117.480973,499.170077,15
MAY R,4837.38969,956.519027,-77.977853,16
ANDERSON R,4617.817422,970.232932,-368.715391,15
ANTAL T,-407.126353,-63.453206,3613.741949,14
GOUGH J,2026.562384,-554.430906,-1212.181137,15
APIC G,1682.211375,-499.616594,-1540.705229,15
TEICHMANN S,1665.014241,-547.243023,-1477.125286,15
CABRALES A,-685.788625,-529.616594,30.512732,16
ARENAS A,-199.269653,-322.908425,112.287262,20
DIAZGUILERA A,-205.269653,-272.908425,40.938618,25
GUIMERA R,-192.079383,-398.900942,219.870551,22
VEGAREDONDO F,-135.080296,-438.457042,97.248303,16
DANON L,-241.269653,-491.908425,91.839958,17
GLEISER P,-793.585064,-536.907176,212.293898,16
BUESCU J,-2408.414936,-927.092824,-2030.511862,15
ASHWIN P,-2898.945089,-792.7876,-1907.142367,15
STEWART I,-2941.945089,-761.7876,-1932.142367,15
JOST J,1602.054911,3605.2124,604.260221,16
ATAY F,2046.660363,3262.500188,586.893676,15
WENDE A,1991.660363,3266.500188,593.893676,15
HART S,494.660363,-126.499812,-754.888856,14
AUMANN R,265.64834,-79.851416,-1020.21352,14
HOGUE C,1397.358078,698.373122,328.959297,14
BADER G,1369.963053,417.126747,734.798618,14
PACZUSKI M,-1483.862568,-636.30024,5168.433624,16
BAIESI M,-1233.367135,-879.345972,4740.139564,14
ULANOWICZ R,-1237.918972,-4873.758099,2814.039267,17
BAIRD D,-1071.352135,-4765.239752,2832.968109,14
FAULKNER R,2903.647865,-759.239752,843.669037,14
BAKER W,2867.1951,-332.196546,962.367196,16
SNEPPEN K,415.309991,154.810754,1124.607695,20
BAK P,382.874091,-355.045241,1030.676897,14
MOLLISON D,2644.739845,3121.264322,1012.902388,15
BALL F,2920.627145,3506.119249,1047.342875,15
SCALIATOMBA G,2974.667792,3513.135886,1043.881638,15
MARITAN A,-1229.329386,69.070662,229.584677,23
BANAVAR J,-1623.403523,-70.416768,560.245233,18
RINALDO A,-1382.817378,-201.882042,646.101026,17
CARLEY K,2572.921449,891.386138,1479.597023,14
BANKS D,2531.868897,1038.959059,1386.093822,14
BIANCONI G,-594.518613,1108.226297,2865.134263,16
RAVASZ E,89.988141,1026.864037,3156.957806,21
NEDA Z,164.043141,937.580474,3133.652631,20
SCHUBERT A,277.635016,965.083539,3162.963748,20
PECORA L,886.383367,1684.602464,-1618.173679,19
BARAHONA M,560.775106,1643.086624,-1586.770416,14
REINERT G,1797.775106,-201.913376,323.241333,14
BARBOUR A,1750.427863,-346.390986,733.783483,14
GERBER G,4929.963401,-2569.463911,-2277.435476,20
BARJOSEPH Z,5257.588034,-2527.914951,-2482.759739,20
LEE T,4813.450689,-2602.861525,-2663.972812,20
RINALDI N,4680.332773,-2671.018525,-2494.497269,20
YOO J,4991.450689,-2487.861525,-2550.256015,20
ROBERT F,5157.705085,-2507.122755,-2202.470329,20
GORDON D,5224.970499,-2378.245242,-2228.109214,20
FRAENKEL E,5131.924773,-2624.299723,-2367.980898,20
JAAKKOLA T,5052.970499,-2303.245242,-2406.109214,20
YOUNG R,4893.759365,-2033.248794,-2577.42163,20
BARRAT A,-638.549311,-87.861525,302.135495,16
PASTORSATORRAS R,-313.081495,383.245526,132.348495,25
VESPIGNANI A,-572.013946,416.44215,390.231706,24
WEIGT M,-484.563325,425.652115,419.128802,15
SO P,611.996831,-2655.498379,-2375.767831,16
BARRETO E,449.144763,-3005.194985,-2761.127334,16
GLUCKMANN B,473.144763,-3034.194985,-2832.114028,16
SCHIFF S,473.144763,-2954.194985,-2822.114028,16
GONDRAN B,-544.936549,-275.052884,237.764379,15
GUICHARD E,-127.943394,-19.887228,446.248502,15
MRVAR A,730.328591,-1268.664252,-615.688208,14
BATAGELJ V,285.952072,-1494.489359,-696.642468,14
CATANZARO M,-1342.673654,1261.287369,570.897707,14
BATTISTON S,-1029.846196,1405.96661,789.08396,17
LONGLEY P,-42.846196,-1495.03339,210.650168,14
BATTY M,-378.683921,-1749.712502,474.857442,14
BERNARD D,234.316079,101.287498,-218.142558,14
BAUER M,461.754665,332.270317,-287.820996,15
SCHIKORSKI T,-2889.245335,-691.729683,-2908.502362,15
BCHKLOVSKII D,-3151.027556,-1000.42535,-3198.269271,15
STEVENS C,-3092.027556,-1029.42535,-3181.647689,16
MOODY J,113.972444,1687.57465,254.732361,15
BEARMAN P,231.832952,1785.299436,704.565178,15
STOVEL K,195.398858,1718.860428,667.781262,15
BEKESSY P,657.398858,-592.139572,-425.231265,15
BEKESSY A,939.437824,-690.666443,-532.37844,15
KOMLOS J,970.223186,-630.988448,-462.400433,16
BELYKH V,-3049.562176,2913.333557,790.012643,15
BELYKH I,-3337.960364,3330.736611,502.162461,15
HASLER M,-3300.960364,3337.736611,476.553544,15
CANFIELD E,688.039636,3319.736611,244.944993,14
BENDER E,759.760729,3190.076205,678.191622,14
BENNAIM E,-827.760729,-414.076205,4109.669432,16
FRAUENFELDER H,-891.780132,-644.504963,4537.682434,15
TOROCZKAI Z,-993.367135,-742.345972,4821.172279,18
LASSIG M,-847.50115,-1839.751611,-4088.363046,15
BERG J,-1006.761167,-2218.538771,-4137.874862,15
WAGNER A,-1005.761167,-2281.538771,-4231.700301,17
BERLOW E,-664.761167,1061.461229,3152.917374,16
BERNARDES A,362.625385,520.744525,430.705354,16
COSTA U,300.029236,752.25951,890.173162,16
ARAUJO A,279.951656,701.326308,938.688601,16
KERTESZ J,524.937322,779.428947,519.031628,21
KILLWORTH P,4385.714688,3622.894259,237.67698,16
BERNARD H,4210.278444,3791.617116,360.041898,16
EVANS M,4269.623309,3704.762424,328.195513,16
MCCARTY C,4166.701511,3693.166867,327.193252,16
SHELLEY G,4236.110558,3785.342358,248.207765,16
GALAS D,-850.650341,316.968122,-2362.030383,16
BHAN A,-997.07455,-18.567573,-2186.718098,15
DEWEY T,-942.630028,-70.950948,-2343.307831,16
CAPOCCI A,-1080.07455,848.432427,1812.470623,18
PETERSON C,2081.389634,-35.783647,-6.370848,14
BILKE S,2078.682094,15.822083,-25.608927,14
CHANG C,4137.089355,1689.975735,112.699253,15
BLANCHARD P,3937.327863,1640.428854,-237.762982,16
KRUGER T,3963.327863,1661.428854,-301.980103,15
HUPPERT A,-927.672137,3979.428854,834.322462,15
BLASIUS B,-1128.943539,4073.051575,1034.163695,15
STONE L,-1151.943539,4116.051575,1068.152831,15
SAMUEL M,2868.124701,1135.289437,-562.347506,15
BLOWER S,2661.029464,895.655043,-811.618973,15
WILEY J,2663.598044,816.933261,-731.567933,15
BOCCALETTI S,275.585506,2083.026492,-1296.170004,28
BRAGARD J,410.312077,2156.558039,-804.357192,17
MANCINI H,510.312077,2246.558039,-839.791396,20
KURTHS J,1068.894898,2981.868728,-1223.405524,27
VALLADARES D,613.894959,2322.113925,-1527.083509,18
OSIPOV G,667.774138,2842.401234,-1626.925705,18
ZHOU C,1002.964377,2627.117952,-1732.033529,17
PELAEZ A,568.209394,1741.40524,-1488.004753,15
MAZA D,773.224894,2371.913376,-918.324371,17
BOGUNA M,-590.52848,211.052537,347.603943,18
MINAI A,-3348.915373,-449.836579,-570.788404,15
BOHLAND J,-3071.360894,-409.047107,-55.344319,14
RIORDAN O,2252.277216,1336.454566,-2795.015355,16
BOLLOBAS B,1905.359383,1296.988565,-3275.172311,16
SPENCER J,1947.796725,1230.134451,-3334.499834,16
TUSNADY G,2073.516888,1219.795209,-3306.216155,16
LILLO F,-466.24205,-905.865698,664.564744,15
BONANNO G,-579.591254,-940.420973,955.902369,15
MANTEGNA R,-586.591254,-817.420973,955.281794,16
GOMEZ I,2471.804495,948.651108,633.146857,14
BORDENS M,2981.627939,1091.372304,650.121297,14
EVERETT M,4212.627939,-1100.627696,2895.512471,14
BORGATTI S,3923.691454,-1051.002102,3079.991229,18
FOSTER P,3863.691454,-1054.002102,3037.032611,14
KOPELL N,4183.796846,-1234.383044,-716.438121,17
BORGERS C,4419.89086,-1460.207138,-1248.114567,14
EBEL H,-429.521687,3397.939459,-4209.043731,16
BORNHOLDT S,-368.938877,3464.150421,-3936.008027,18
ROHLF T,-349.938877,3389.150421,-3906.966645,14
SCHUSTER H,-519.938877,3466.150421,-4017.805024,16
DONG H,587.450696,408.37244,-2864.316658,15
BOTA M,729.254098,428.692137,-2775.64475,15
SWANSON L,737.291339,427.646376,-2852.318842,15
MENDOZA C,461.291339,2356.646376,-1155.100061,16
HENTSCHEL H,444.577968,2116.164616,-681.313567,19
BOORMAN S,-2338.861688,4508.163031,-560.482409,16
BREIGER R,-2439.883091,4207.173962,-717.627525,16
ARABIE P,-2332.116909,4693.826038,-1018.372139,15
PAGE L,-1013.116909,1797.826038,-2098.373573,16
BRIN S,-889.0723,1805.447253,-1904.096405,16
HAMMERSLEY J,858.466649,-177.537257,-1187.390995,14
BROADBENT S,942.785972,-235.550668,-1349.14102,14
KUMAR R,-108.14574,-1025.875336,-1838.175687,20
BRODER A,-253.060291,-1346.345441,-1814.035796,19
MAGHOUL F,-512.939709,-1041.654559,-2074.964204,19
RAGHAVAN P,-458.73143,-867.21759,-1781.184352,22
RAJAGOPALAN S,-189.669618,-1334.656672,-1390.436734,22
STATA R,-236.060291,-1495.345441,-1771.047881,19
TOMKINS A,-255.623849,-1276.015949,-1483.898809,22
WIENER J,-521.939709,-882.654559,-2108.616608,19
CLAFFY K,-2287.73143,-322.21759,-916.268733,14
BROIDA A,-2268.534093,-364.889523,-514.579389,14
COULL J,2574.129896,-3528.701205,-993.103603,15
BUCHEL C,3039.486161,-3678.39298,-1276.651918,15
FRISTON K,3074.391396,-3710.926323,-1336.039718,17
FORTUNA L,-2520.608604,366.073677,3731.782853,20
BUCOLO M,-2920.765823,681.098916,3613.076327,15
LAROSA M,-2843.765823,621.098916,3707.725985,20
GAUTRAIS J,51.11022,-77.939316,-164.887698,18
BUHL J,7.653466,323.228807,-312.052177,18
SOLE R,-182.306381,-186.188546,-161.659475,27
KUNTZ P,50.756517,303.500073,-368.685643,19
VALVERDE S,-166.400132,348.459791,-260.675992,20
DENEUBOURG J,91.02334,474.214856,-325.801349,18
THERAULAZ G,80.696008,420.328606,-381.761475,18
CORREIA J,1681.437233,-1588.97593,-2800.635207,15
BURDA Z,1850.662669,-1934.523315,-3069.237812,16
KRZYWICKI A,1893.795014,-1895.084255,-3061.803583,16
JURKIEWICZ J,1871.23821,-1845.857223,-3019.093441,15
CASSI D,3466.23821,-2467.857223,-837.092342,15
BURIONI R,3482.566219,-2457.013542,-753.722157,15
VEZZANI A,3478.566219,-2515.013542,-757.101246,15
YOUNG M,916.14037,205.829866,-5949.799839,29
BURNS G,736.244756,191.768782,-6026.828168,20
CHROBAK J,-2091.993741,-2326.895253,-204.924617,14
BUZSAKI G,-2219.325848,-2082.581288,-282.554154,16
GEISLER C,-2262.325848,-2050.581288,-334.162713,16
HENZE D,-2261.325848,-1996.581288,-283.540435,16
WANG X,-2182.325848,-2080.581288,-207.945594,17
CALDARELLI G,-1174.325848,938.418712,737.314647,23
DELOSRIOS P,-1225.399276,676.779609,1299.595982,17
MUNOZ M,-1487.60741,859.60026,1353.286649,19
COCCETTI F,-1270.159194,652.262951,1187.721463,15
CALLAWAY D,-20.60741,-518.39974,60.490768,17
HOPCROFT J,-116.409527,-488.437082,44.101059,16
KLEINBERG J,-326.405365,-839.638912,-711.249315,20
STROGATZ S,-120.393254,-133.072156,276.440039,20
WATTS D,-9.771504,-334.042865,299.526609,19
CAMACHO J,-598.506519,-619.659719,579.969821,15
REECE J,1280.583684,1271.114721,550.952863,14
CAMPBELL N,996.87814,1223.619192,899.47429,14
WANG D,1060.87814,-500.380808,-2424.741683,16
CAMPBELL S,1230.372796,-301.047821,-2983.366531,15
JAYAPRAKASH C,1133.732573,-364.726403,-3019.106439,15
SERVEDIO V,-1014.267427,1186.273597,854.315925,18
COLAIORI F,-919.39259,1284.39974,1208.280123,16
DOYLE J,3781.60741,145.39974,10.671342,15
CARLSON J,3612.724304,-181.518979,-202.815431,14
LYNCH V,-122.872019,-3252.049235,1623.345966,16
CARRERAS B,-23.470321,-3468.464348,1990.029738,18
DOBSON I,70.529679,-3438.464348,2038.86653,16
NEWMAN D,-28.470321,-3494.464348,2069.988356,17
DOLROU I,-103.470321,-3404.464348,2055.86653,16
POOLE A,-132.470321,-3469.464348,2025.86653,16
LATORA V,-1677.470321,-136.464348,3122.569533,25
CARUSO F,-1596.254184,240.13606,3174.451123,16
RAPISARDA A,-1817.258103,-243.153992,3266.888566,18
TADIC B,-1347.254184,171.13606,3415.681469,17
CASTELLANO C,-1317.04915,610.476729,161.821851,18
VILONE D,-945.696001,690.916904,-159.430701,15
COATES T,-1841.025215,2500.97919,-925.601337,16
CATANIA J,-1671.479564,2924.148325,-1157.410669,16
KEGELS S,-1652.479564,2924.148325,-1240.410669,16
FULLILOVE M,-1670.178575,2981.795414,-1206.403065,16
ZHANG Y,-3011.479564,2367.148325,-5054.589807,18
CHALLET D,-3126.179993,1880.914395,-4668.563934,14
HUGHES B,2720.32932,-1737.113609,-739.843869,16
CHAN D,2785.801647,-1706.729622,-1021.825689,16
LEONG A,2891.127522,-1280.757754,-698.978385,16
REED W,2853.127522,-1220.757754,-692.61248,16
PIKOVSKY A,1166.801647,2903.270378,-1694.579779,21
CHATE H,1152.381203,3077.365653,-950.178147,16
RUDZICK O,1131.129344,3141.468734,-1026.569824,15
CHAVEZ M,400.129344,1985.468734,-680.798919,16
HWANG D,375.637418,1862.398655,-593.489283,18
AMANN A,496.637418,1991.398655,-647.906885,16
CHANG H,2744.637418,-3990.601345,5197.125036,17
CHEN Q,2880.011409,-4049.359181,4922.696041,17
GOVINDAN R,2316.988591,-4247.640819,4955.544438,18
JAMIN S,2855.011409,-4166.359181,4867.856685,17
SHENKER S,2275.988591,-4261.640819,5112.143315,17
WILLINGER W,2446.988591,-4280.640819,5068.143315,17
RANGARAJAN G,-3318.988591,3156.640819,1476.03564,15
CHEN Y,-3619.882161,3191.384701,1802.633145,15
DING M,-3648.648246,3155.233982,1802.637118,15
CHANGIZI M,-2382.713807,-2831.111563,2002.020164,16
CHERNIAK C,-2091.201634,-2737.178502,2001.51339,16
KANG D,-2033.898736,-2737.661257,1939.612252,15
MOKHTARZADA Z,-2210.789492,-2694.0617,1939.261783,16
RODRIGUEZESTEBAN R,-2173.028286,-2743.707939,2025.728064,16
CHKLOVSKII D,1148.460542,-5240.229928,1661.493605,23
KOULAKOV A,1334.597046,-5111.341808,1569.164364,14
MEL B,1071.402954,-4737.658192,1916.605289,15
SVOBODA K,1266.597046,-5055.341808,1528.772702,15
HYMAN J,-1843.597046,937.341808,-1417.086972,15
CHOWELL G,-1948.981809,787.162382,-1763.630772,15
EUBANK S,-1993.54112,786.098595,-1721.883259,15
VU V,-1331.501437,169.74184,-2653.023066,15
CLAUSET A,413.098388,-251.851098,601.570274,15
MOORE C,-10.771276,-328.638571,527.001591,18
BRIAND F,1902.47662,-2851.303163,-1164.968246,15
COHEN J,2348.626541,-2500.419609,-1289.56276,15
NEWMAN C,2316.763048,-2433.641472,-1232.359485,15
COHEN R,-310.362669,2072.175588,3688.085263,18
BENAVRAHAM D,-715.328785,1798.426968,3898.221566,18
HAVLIN S,-750.560935,1845.567884,3915.634639,20
EREZ K,-757.560935,1922.567884,4002.053218,16
HEITHAUS M,-252.560935,4115.567884,1380.285884,15
CONNOR R,85.558302,4411.024959,1069.203348,15
BARRE L,106.558302,4446.024959,1110.825357,15
KADANOFF L,-1783.302821,-1037.557992,-3426.247631,15
